,county_fip,ZIP
1660,36119,10707
1661,36119,10708
1662,36119,10709
1663,36119,10710
1664,36119,10801
1665,36119,10802
1666,36119,10803
1667,36119,10804
1668,36119,10805
1669,36079,10505
1670,36079,10509
1671,36079,10512
1672,36079,10516
1673,36079,10524
1674,36079,10537
1675,36079,10541
1676,36079,10542
1677,36079,10567
1678,36079,10579
1679,36079,10588
1680,36079,10598
1681,36079,12524
1682,36079,12531
1683,36079,12533
1684,36079,12563
1685,36079,12564
1686,36079,12582
1687,36105,10940
1688,36105,10963
1689,36105,12435
1690,36105,12458
1691,36105,12566
1692,36105,12701
1693,36105,12719
1694,36105,12720
1695,36105,12721
1696,36105,12722
1697,36105,12723
1698,36105,12724
1699,36105,12725
1700,36105,12726
1701,36105,12729
1702,36105,12732
1703,36105,12733
1704,36105,12734
1705,36105,12736
1706,36105,12737
1707,36105,12738
1708,36105,12740
1709,36105,12741
1710,36105,12742
1711,36105,12743
1712,36105,12745
1713,36105,12747
1714,36105,12748
1715,36105,12749
1716,36105,12750
1717,36105,12751
1718,36105,12752
1719,36105,12754
1720,36105,12758
1721,36105,12759
1722,36105,12760
1723,36105,12762
1724,36105,12763
1725,36105,12764
1726,36105,12765
1727,36105,12766
1728,36105,12767
1729,36105,12768
1730,36105,12769
1731,36105,12770
1732,36105,12775
1733,36105,12776
1734,36105,12777
1735,36105,12778
1736,36105,12779
1737,36105,12780
1738,36105,12781
1739,36105,12783
1740,36105,12784
1741,36105,12786
1742,36105,12787
1743,36105,12788
1744,36105,12789
1745,36105,12790
1746,36105,12791
1747,36105,12792
