,county_fip,ZIP
1411,36103,11932
1412,36103,11933
1413,36103,11934
1414,36103,11935
1415,36103,11937
1416,36103,11939
1417,36103,11940
1418,36103,11941
1419,36103,11942
1420,36103,11944
1421,36103,11946
1422,36103,11947
1423,36103,11948
1424,36103,11949
1425,36103,11950
1426,36103,11951
1427,36103,11952
1428,36103,11953
1429,36103,11954
1430,36103,11955
1431,36103,11956
1432,36103,11957
1433,36103,11958
1434,36103,11959
1435,36103,11960
1436,36103,11961
1437,36103,11962
1438,36103,11963
1439,36103,11964
1440,36103,11965
1441,36103,11967
1442,36103,11968
1443,36103,11969
1444,36103,11970
1445,36103,11971
1446,36103,11972
1447,36103,11973
1448,36103,11975
1449,36103,11976
1450,36103,11977
1451,36103,11978
1452,36103,11980
1453,36105,10940
1454,36105,10963
1455,36105,12435
1456,36105,12458
1457,36105,12566
1458,36105,12701
1459,36105,12719
1460,36105,12720
1461,36105,12721
1462,36105,12722
1463,36105,12723
1464,36105,12724
1465,36105,12725
1466,36105,12726
1467,36105,12729
1468,36105,12732
1469,36105,12733
1470,36105,12734
1471,36105,12736
1472,36105,12737
1473,36105,12738
1474,36105,12740
1475,36105,12741
1476,36105,12742
1477,36105,12743
1478,36105,12745
1479,36105,12747
1480,36105,12748
1481,36105,12749
1482,36105,12750
1483,36105,12751
1484,36105,12752
1485,36105,12754
1486,36105,12758
1487,36105,12759
1488,36105,12760
1489,36105,12762
1490,36105,12763
1491,36105,12764
1492,36105,12765
1493,36105,12766
1494,36105,12767
1495,36105,12768
1496,36105,12769
1497,36105,12770
1498,36105,12775
1499,36105,12776
1500,36105,12777
1501,36105,12778
1502,36105,12779
1503,36105,12780
1504,36105,12781
1505,36105,12783
1506,36105,12784
1507,36105,12786
1508,36105,12787
1509,36105,12788
1510,36105,12789
1511,36105,12790
1512,36105,12791
1513,36105,12792
1514,36111,12401
1515,36111,12402
1516,36111,12404
1517,36111,12406
1518,36111,12409
1519,36111,12410
1520,36111,12411
1521,36111,12412
1522,36111,12416
1523,36111,12417
1524,36111,12419
1525,36111,12420
1526,36111,12428
1527,36111,12429
1528,36111,12432
1529,36111,12433
1530,36111,12435
1531,36111,12440
1532,36111,12441
1533,36111,12443
1534,36111,12446
1535,36111,12448
1536,36111,12449
1537,36111,12453
1538,36111,12455
1539,36111,12456
1540,36111,12457
1541,36111,12458
1542,36111,12461
1543,36111,12463
1544,36111,12464
1545,36111,12465
1546,36111,12466
1547,36111,12471
1548,36111,12472
1549,36111,12475
1550,36111,12477
1551,36111,12480
1552,36111,12481
1553,36111,12483
1554,36111,12484
1555,36111,12486
1556,36111,12487
1557,36111,12489
1558,36111,12490
1559,36111,12491
1560,36111,12493
1561,36111,12494
1562,36111,12495
1563,36111,12498
1564,36111,12515
1565,36111,12525
1566,36111,12528
1567,36111,12542
1568,36111,12547
1569,36111,12548
1570,36111,12561
1571,36111,12566
1572,36111,12568
1573,36111,12586
1574,36111,12588
1575,36111,12589
1576,36111,12725
1577,36111,12740
1578,36111,12758
1579,36111,12763
1580,36111,12789
1581,36111,13731
1582,36119,10464
1583,36119,10466
1584,36119,10470
1585,36119,10475
1586,36119,10501
1587,36119,10502
1588,36119,10503
1589,36119,10504
1590,36119,10505
1591,36119,10506
1592,36119,10507
1593,36119,10509
1594,36119,10510
1595,36119,10511
1596,36119,10514
1597,36119,10517
1598,36119,10518
1599,36119,10519
1600,36119,10520
1601,36119,10522
1602,36119,10523
1603,36119,10526
1604,36119,10527
1605,36119,10528
1606,36119,10530
1607,36119,10532
1608,36119,10533
1609,36119,10535
1610,36119,10536
1611,36119,10537
1612,36119,10538
1613,36119,10540
1614,36119,10541
1615,36119,10543
1616,36119,10545
1617,36119,10546
1618,36119,10547
1619,36119,10548
1620,36119,10549
1621,36119,10550
1622,36119,10551
1623,36119,10552
1624,36119,10553
1625,36119,10560
1626,36119,10562
1627,36119,10566
1628,36119,10567
1629,36119,10570
1630,36119,10573
1631,36119,10576
1632,36119,10577
1633,36119,10578
1634,36119,10580
1635,36119,10583
1636,36119,10587
1637,36119,10588
1638,36119,10589
1639,36119,10590
1640,36119,10591
1641,36119,10594
1642,36119,10595
1643,36119,10596
1644,36119,10597
1645,36119,10598
1646,36119,10601
1647,36119,10602
1648,36119,10603
1649,36119,10604
1650,36119,10605
1651,36119,10606
1652,36119,10607
1653,36119,10610
1654,36119,10701
1655,36119,10702
1656,36119,10703
1657,36119,10704
1658,36119,10705
1659,36119,10706
