v,ogc_fid,borocode,boroname,countyfips,ntacode,ntaname,shape_leng,shape_area,wkb_geometry
20a,1,3,Brooklyn,047,BK88,Borough Park,39247.2278309,54005019.048,0106000020E610000001000000010300000001000000820000000C71B897777E52C0C1C01CA6CD504440A13D92DF897E52C007C66D4EBC50444044EDAB24877E52C0474512A19F504440A18B5DB4847E52C053DE81F985504440017A1F30827E52C0DAC81FEC6D50444069F6FD3F807E52C0F69D74515450444030512E377F7E52C0F2D0942F4B504440E5A9E6267E7E52C012CA77CE415044409A396CA07A7E52C05C3A39FE1F504440F1E2D1738B7E52C039AC93F11B504440A84DD8638A7E52C0B3497557035044401C8FACF6887E52C0A088F84DFE4F4440F93F633F867E52C06425E4F5E04F4440060E7D75847E52C09B6A0E3ACE4F4440EBA4391B837E52C0B4B474E6BE4F44409283010E807E52C078BF6B879D4F4440D952435C867E52C075837392914F44405FFE850B887E52C03A48AF608E4F4440A18D23DA6C7E52C0ECC21464754F444047CE374A847E52C05541C4C4304F4440AE4FB5BC8F7E52C01A0D5F06104F444086DD8E18957E52C05DB4C147034F44407265E3B6707E52C0B4846E4CD74E4440A49F5D846C7E52C0BB7EFD0CD14E44405BDC7FA76D7E52C0045796D3DC4E4440FFCABB476E7E52C08C50254FE34E4440409A5D475D7E52C0B49B87E7E64E4440DE58AE824B7E52C0CFE8C3D6EA4E4440A418130C447E52C0FAF980909C4E444021598DE7557E52C0DF441588984E4440A4F1DA36697E52C0B2353948AF4E44402EF5ABF3657E52C0A2E437AD8C4E444056766EA5647E52C0815813E47C4E44406FBA4EBD627E52C0880A03F06A4E444001870CD0697E52C0211E2E06734E44407370F9DA8D7E52C0BEF3F9B29E4E44408CC37E64B27E52C0FA75AFD1CA4E4440E46BC5F6B87E52C048C9EFC2D24E4440EBD83FB9C67E52C0F3BB3264E34E44409F21A5EDD67E52C07C2200FAF64E4440BEDA00F8FA7E52C0152E3683224F44409CC836221F7F52C021F979F54D4F4440419B849A157F52C0C1E22E78604F4440FCA036F3387F52C0EF75E22E8B4F4440829861B15D7F52C09575658CB74F4440141F54EF857F52C013122038E84F444043188F669D7F52C0262624A204504440D45F3705A37F52C00909873C0B504440C1C8DF52AC7F52C0BB79CF210F504440668763BCA97F52C0C764D12414504440D20D5757A87F52C064FA5CD816504440F367425CAF7F52C04450686F1A504440F59FE361CB7F52C0A18C07D63B504440C79979D8CC7F52C079852229325044409FB09B1DCF7F52C01CD279C9225044403E6688CAD27F52C012ACAE7509504440F1408822E17F52C0129BA4BA1A5044402B31BB23058052C04A0D104646504440766CC732298052C0B439C8D77150444069E0A180248052C08E7817EB7A50444087917C9F1F8052C05A1A4F2584504440D7DF0729328052C03014C2819A50444058C816643C8052C01B7FF4D8A6504440733C02C9438052C026EC34C4AF504440AD4F76DA678052C052D93556DB504440E886B310738052C0DF05F7FAE850444048C7B2856F8052C09A9EB094ED504440F00DB9726C8052C0AFB7D4ADF150444083C9EE51678052C08309F383F8504440FC60E52C5B8052C0BB409ADE085144409FD0D586788052C0FDA613462C514440B3FCB29C6E8052C019CE32513F5144409EDC6526698052C0DBC515CE495144406321C913658052C0CAE109A051514440FC74ED855B8052C01C2A89106451444096EE0DFA518052C035CCD261765144402DA2D96C488052C0C13B5AB98851444021CBF35A438052C02DFBF27C925144400CEF72E13E8052C0C588E71A9B514440A7A2F14A358052C0D3698466AD5144402C28C8C72B8052C0A99432D7BF514440263F21D2268052C09CDE7C5DC951444005644241228052C0FF031522D2514440FD04CEB3188052C0EE494079E4514440DDB97B290F8052C0AFABC1DAF65144408D5A84D30A8052C060827E28FF51444092E62E97058052C0F365762F09524440406F6604FC7F52C0863B77981B524440C2E8697EF27F52C0875BC2E32D52444078ED3F6ACE7F52C0A9FCB043025244406905FD70B67F52C0CB127F48E5514440FEA54DBAAA7F52C06EBD21F9F45144403BA9801FA37F52C0C25CB430FF5144400B60CDF49E7F52C020E7B7C304524440255A7540937F52C00B9F6A6814524440880E0D7D877F52C03E44132724524440CBE018C07B7F52C00A4533C53352444071B6B307707F52C01AA9008843524440FBA9C34A647F52C0606D603653524440B0629C89587F52C0F273A6F4625244404148F6BC4C7F52C0717ED17F72524440B4A1CC1F417F52C0BCDDFE0381524440CB4FB530337F52C00F0E5215705244406F19F798267F52C0ABC3F3A160524440C40967ED187F52C0BC87F909505244404AFCB8CC0B7F52C075107AD53F5244405C75027A037F52C02E8D30A4355244403DF7B8D1FE7E52C04FE0B3D32F5244401DE96CA7EE7E52C0BBEC35F91B524440FC247960E97E52C085C9FFEF16524440EEB7125FE07E52C06AF40BF01D524440E2C4CBCBD97E52C090275B7923524440C7530083CC7E52C071DC19872E5244409DF1F335BF7E52C0337FDAAD395244404A607E89B97E52C081517334FD514440DA93FC6EB87E52C01662FA5CF2514440EAB4B9D7B67E52C0D976193EE1514440C2C2C53FB67E52C080E089BBDB514440A3215E07B37E52C0D16EED36B95144404EA4FC04B17E52C0B690BE0FA451444090DEC5BBAF7E52C006E1D6599751444045337E44AE7E52C094F93DFE86514440BF21D79EAC7E52C0856133057651444051DAE7C4A97E52C04D284F1C56514440AF5BDDE7977E52C066EE7CCA59514440E784CF57857E52C07DA63BCB5D514440EF8BA136817E52C0B0398A81325144408B0443CE7F7E52C0FE4B0CC02351444017569BE27D7E52C04738339E0F5144400C71B897777E52C0C1C01CA6CD504440
20a,2,4,Queens,081,QN51,Murray Hill,33266.9047967,52488277.846,0106000020E61000000100000001030000000100000079000000D878924C717352C08F603131476344405921796A437352C0866E58F33F6344407963F11C1D7352C040579CC5396344407FF1F71D1B7352C0BF5B267339634440F234AD3F167352C01FABB13A2E634440BA1C3E0A107352C0BCE57A0D20634440D0C728E00D7352C09BDA6D5B1B634440CB1AF9780B7352C0BC9A81EA16634440BF6239DA087352C04857AFC5126344400119E1D9087352C0D1C227C5126344408C4E88D9087352C0359BB3C412634440FB71D0F6067352C0B1F590361063444062932C09067352C02B5088F40E63444040339E92FD7252C0829790A0056344401E969843FA7252C03831CA270263444032514E07ED7252C0FDA130F2F3624440B9C36C0BEC7252C05174B2D8F2624440AEB893CFE47252C00372E802E76244409B3E4375E27252C0F3EF0BA9E262444004BCC93CE07252C0A090D126DE62444009C9B917DE7252C0D5A43250D962444030FB4181D37252C0B7469B09C16244406BB9B50FD07252C0FBE9ABE3B8624440FBEC9D65C47252C051BFAFAF9E624440A9A2B873C37252C0B58942929C6244401CD485FBC37252C07CCCD5629A624440B2EB3A6EC77252C0AF3D557B616244400E5E538DCA7252C0A2B4FE5F34624440E12C063AD07252C0173E4789E1614440678315EEC07252C0B923731BDF6144407BE61D32C47252C0B89826A3AE614440A1140C2CC67252C0DCB8CFE492614440D1F5E1AAC77252C0FD9244017C614440330530B0C77252C0F32A7646796144409ECE25C5C77252C0BC5168856E6144402EEDF8B9C77252C06F27EFA162614440E77A32B8C77252C0D1C80CB8606144405563D031B97252C08AD5FA36636144401F355178AA7252C049CF059165614440B85B06D09B7252C0433350FB6761444098150F1E987252C0DA49BE223361444087221486947252C0B336DC5B00614440F359915FA37252C0BD0BCA8CFF6044408275E751B07252C026A5A1F0FE604440AC35901AB27252C093E916DBFE604440497B9001C17252C0C64DAB27FE6044408C30244DD17252C0F1D5027EFD604440D911682CE07252C060129E86FF60444056D27A75EE7252C0C8350C2209614440A38EAA41F57252C0180838100E61444018E99E35FD7252C03865E2D413614440C76EC4EB0B7352C009707C871E614440A1AB76A61A7352C0DD7D5C3D2961444078B15862297352C0274496ED33614440ADE8201F387352C0D1C2C8EC3D614440173BD0AE477352C037E43A0D42614440F0523279567352C0515EDB4247614440117D828D657352C0FE3C20D14B614440B14536BB747352C08A08188B5061444025B545C1837352C0F9D5851C56614440254029E2927352C0A5D959D85B614440FF4DBCF6A17352C0876E667E61614440B1337308B17352C03B61CC226761444038F69204C07352C09BBADBC96C614440F9F1A812CF7352C06B268646726144405563584EDE7352C07C3DE0D0746144408EEEB63CE87352C0B403E91C766144400FC10032FC7352C0407D63B56C61444093990D5C0A7452C0BE91FA1D6561444077208B8E187452C0F8CECA785D6144402BE007642A7452C0CA2D60DB5361444007C039734E7452C0277D3B53406144404DF6934C857452C0D21FFAB92261444088C17219887452C0C4741D01256144400206A9F38D7452C0EE07B2643D61444012326968947452C0D59A5130596144404B4819D6977452C070855AC96761444072C1348C987452C0516BA7D06A614440565A94DA9C7452C056A22EED7C61444092D6C982A57452C0F66C3D19A26144404EF99B71AC7452C06A4694D1BF614440C92DBEEFB37452C0E185241CE0614440EB01B3EFB77452C0509D0C92066244402CC9259ABB7452C0757E1E5C296244400C96CAE3BF7452C07F06885E5362444097C5D7ADC37452C08F209EF277624440723DDD60C77452C05B106CB79C6244401A39F60DD67452C0AF25CDA1986244400EF6C6FDDD7452C0EEA3994496624440983A4955E67452C031BC19DA93624440DEDC3174E67452C03AAD4061A46244401460529BE67452C0AC658DC8C46244402375119AE67452C0C7BBC836DC624440E603A900E57452C093E4C67AF5624440AE5A4C56E17452C06A8A337E23634440ACA3D869DA7452C059F40D3151634440045931A3CA7452C0130369BD656344401D5DE4D6C17452C01D4023516C634440A8AF0010C17452C083DF336874634440F8896B0BC07452C05C99A4717C6344403514DAC9BE7452C050E3F366846344403179574CBD7452C0B91A04428C634440E026187CB97452C024EF144EA16344401A342286B87452C0D94C8309A66344403C76B4FDB47452C0FF22BE6FB76344407AE97528B17452C05953C83BC96344400F3B7E949F7452C057D50956C663444083D8708D907452C0E891BEAEC363444099DE6525807452C0C244233DC1634440D95F21C6777452C08C37F500C06344408FF795926F7452C017152CCBBE6344403207F0564E7452C06DA9BDBAB9634440D34D5842217452C0122D939BB2634440762B8770237452C0E1877C61926344400EB33802257452C001E081677B634440F1F37A7D257452C02908AC9874634440A2214BA4267452C028CD06E463634440F0DD3E0D037452C00C20B8375E6344409759F211CE7352C06E0102DF556344407DCA3E359F7352C08A3A5C754E634440D878924C717352C08F60313147634440
20a,3,4,Queens,081,QN27,East Elmhurst,19816.7119079,19726845.7234,0106000020E61000000100000001030000000100000073000000146F9D371C7752C0B71AF1C1BF614440F7993C15097752C000238BC78F614440BEBE52C7047752C042C07C0086614440E57F4413FC7652C03494D22876614440FE9D37E2FB7652C0E5FCBC79716144402E38B54DF97652C09F8BC3A66D61444020A289A4F67652C02E8B19F569614440E0BC6EE7F37652C04B00C1656661444024D92317F17652C04D92B2F9626144401E836D34EE7652C06847DDB15F614440D5331540EB7652C0479A268F5C6144405467E93AE87652C0BB376992596144401B15BD25E57652C011C675BC56614440B0916701E27652C01C56120E54614440E653C4CEDE7652C03A2DFA875161444037D35145D47652C0D0900D1E496144407432A9DCD17652C0150E6813476144401EC51FF7CE7652C014A8EA9E44614440A25B325BC97652C0836FD1B13E61444086586DEFC47652C0CBF16A8D386144400001FA0DC17652C0672956233261444029145F70BC7652C006E60CBF2B614440AFAC0B6BB97652C0F539A60D25614440012B8B78B87652C0F4FF57F42261444028D8CA6BB27652C0415D476B156144409A15236FB17652C06B9A75D812614440C01BB50FB07652C00F2E41460F61444002AC9D3EB27652C00AFDC93310614440CDB43488B47652C02BF26AE5106144405B8417D3B67652C010C8342B1161444065162236B97652C0A98537F81061444018899A44BD7652C0798466BD0F614440D902FFEEBE7652C06B3B964B116144402903E448C27652C0DD9DD52610614440D47DA54CD87652C075559D810A6144405853FC6EE57652C0448DA90907614440BE9278ABF27652C026C4544603614440AC6CED0AF87652C030779BD90261444030D22B44027752C04EB6672A02614440ECDD300D097752C05EA7DDB00161444087A99FCD117752C030A0FD05016144406D70CF9A1A7752C0DB56CD680061444013F58078297752C0ED320E6CFF604440DA6E073B387752C053DB133FFE60444089F2461B477752C09DF39F27FD6044408E614EED557752C02C3D921BFC604440D5877835677752C0C96C9401FA604440D017EAE1757752C0221E89ECF6604440395C0F85847752C008DB29D8F3604440DABFDC3C957752C0417EEA59F0604440053D88F0A57752C087C404D9EC604440D82CB9DBB47752C0BD9C02B7E9604440FD9792B9BD7752C0D621E0D7E7604440760391C5C37752C0B7BA1991E660444047A9CF6DD27752C042A2FC83E360444011FF0F0BE17752C0A3605D7DE06044405C92F6FFE97752C0D414C6EFDE60444051B53D06F37752C031177194DC6044402A28EE45027852C0A7837B60D96044401A0F785E087852C0B02D116A1C61444097D1E5360D7852C023DB65C451614440C510D89B107852C03FA4FBFC76614440273C070B087852C0C66B14F8736144402D9B2DEEFF7752C01E39FC1B716144409AE96C2B057852C0B6C9522EA8614440F1E2ED41057852C035E2133FAA614440485DE458057852C0377FBDD6AB61444073165AC4087852C06227314ED2614440FB5D3B2C0E7852C0487107FB0D624440CBAF7CAC127852C047B5A8D843624440D7849733147852C02CF0D8A350624440FD194560147852C0F4265C0752624440EAFE7B7D147852C062C9154453624440898560BD167852C07524D9936E624440E97EAD9D107852C07018D85C8962444025B379BE107852C059C76995996244404011A289107852C0DE38B7239F6244400C2F3A04107852C025BA832AAD62444079D3AFF30F7852C0D0D47B87B16244409F38501E107852C0A91066E6B5624440CE741765107852C07790BEEBB8624440C69AEB83107852C0B377983CBA6244407E04BD2A117852C08997E5A9BE6244402EDFADD9117852C00835A3B8C16244403AD9C7A7107852C097B1422FC2624440FB6114E1027852C0B4AF6E4DC6624440FAC2FD0EFC7752C042E475B8C762444028F312EEF37752C099F1A3D0C8624440A3EBD66CEC7752C0DCC8094BC9624440A37157CFE37752C0EF753246C9624440BF5C8BBCDA7752C01CBD2C44C8624440111E02B6D27752C02FFA60ECC6624440DD030683CA7752C00B786587C46244405F9E5291C57752C01B8A8604C3624440363CC744BD7752C00C2ECABABE6244407F7D34C9B97752C0DB121DEEBC624440C350F3B8B07752C07649DDF9B662444091735803A87752C0546F2B56B06244407A72EADBA47752C0A50047A7AD624440D3EDDAF49B7752C02FDF8CA0A4624440D22AFFED8E7752C060BA12FF94624440A5311A8C817752C019AC2BE483624440E796A9AB6D7752C06EBECCE96762444075FECD72647752C03F847527596244404237C8AE5D7752C0DCCF69534E624440DBFA458A597752C0648E920247624440E26796E1577752C07DCB9414446244408434C65B557752C0524213A03F624440E86059974C7752C01D78C4262F624440F583FE15447752C06359712B1F6244403EA716FB417752C07981D7361B6244404E95EDF63E7752C07585BA8114624440D2EC1E1E397752C0543ADD3F07624440964777E0277752C01093D999DC614440146F9D371C7752C0B71AF1C1BF614440
20a,4,4,Queens,081,QN07,Hollis,20976.3355739,22887772.8652,0106000020E610000001000000010300000001000000660000009C7FDEE4767052C0681138F7EB5B44403B9D557B607052C0084788ACAF5B4440639184044D7052C06A7E779E7B5B44401EE281C5427052C0D227A23A615B4440B59FDE51427052C0238FD656605B4440DE1B30B4417052C0A5152AF15E5B444006BCEDC13C7052C0721CC1384E5B4440AA3041173B7052C008B21EEA455B4440460026933A7052C01638E254435B44402F60A32A347052C0491BBE9F245B44406A468A4C287052C01D5735A7EB5A4440E595D6301E7052C04613A0B5BA5A444050E5D6E8167052C0E2219282975A4440266D77DD137052C02BD7A205895A4440DDF9E4AF0C7052C0A9F802C1685A4440B963C3B5077052C00D46C568525A444096364A8B087052C0D4EE21F9515A444084F51C99217052C03B3479E9445A4440C24AE821307052C0FC9C96613D5A4440C0CCD7A63E7052C0166652C4355A4440D80F80304D7052C01CB72F4C2E5A4440A4CB15FD5B7052C0BE3B8284265A4440F77622CE6A7052C07B9B10C71E5A444047273156797052C05330E446175A44404E8908EA877052C05565F4AC0F5A444099C64771967052C0027E4418085A444054C305EFA47052C0A803CC83005A444014848D7EB37052C008A5E8F0F8594440DF54EF8AB87052C08061B3870F5A444065CFD1EBCE7052C0F9DBB2D1035A4440C4423164D17052C0091F45A7025A4440AF65AEF1DF7052C0C6A9B904FB59444084433172EE7052C03804877BF3594440D41D41FEFC7052C011406CECEB594440EB22B430087152C0039FAF18E6594440C9659E310C7152C02B59EF98ED594440650277870F7152C044BBDEC3F359444042A081DC107152C0435F8FF7065A4440ED99E41C137152C0935B8FF31C5A444072F7A3C3167152C04F70E339465A444031926765177152C09F35D2D94C5A44400FDAEDA21A7152C02A5C2C73685A4440307B582B1C7152C0942E4F0F735A44401EEFBAA21F7152C0C432A286895A44402AD32606237152C0E9E6AF9A9F5A44403CB4B11F257152C05C819E0FAD5A4440DE68B12A2B7152C031D790C2D15A444090B4E2352E7152C099D6D762D55A4440BE2A1BB1317152C0D803BAAFD85A44406762F937347152C005A01BFEDA5A4440258B8480557152C0AD1362E7E65A4440406AE6AC5A7152C0DDFC3301E85A44403FFA15E65F7152C01ABDEE8FE85A4440092E31BD627152C0A1AA1291E85A44402AC00B67637152C0380625EEE95A44406D1EEFEE637152C0376459A9EB5A44401013E3AD617152C0F762A8C1EC5A444039F13DAD617152C0A470F5C1EC5A44402299B1AC617152C0C5A855C2EC5A444044EDB14C5F7152C06D4ACB40EE5A44402958DA4B5F7152C0B2105241EE5A44408E9A0D4B5F7152C02797EB41EE5A444044E017FF5C7152C0D86EA003F05A4440030BB3FE5C7152C06BA9EC03F05A4440C0CF4BFE5C7152C01E074D04F05A4440ED7FF21E5B7152C09AE6DEA5F15A4440B1BD0079587152C04601D82BF45A44405E097578587152C0B728602CF45A44407F93F677587152C0A5C4E42CF45A44402AA32546567152C0ACFAB8A1F65A44409809453A547152C0DAD2EC5EF95A4440F5FCF839547152C051604E5FF95A44401D9EAD39547152C0558FC15FF95A444006429077527152C09B6BA21CFC5A44400B4C53CB487152C0C5C4BFA40D5B444097F4698B417152C039B96AD01B5B4440D27DBA803E7152C0B5840E0F225B444021D85DE13E7152C0AE02412F235B44403456D0244E7152C0DCDF9CB2505B4440C8E6E3435A7152C04A69A9CC745B4440BED24228677152C0BD144A919B5B444040880AC5597152C0EBA22312A55B4440DB0EFCFC487152C005D3199CB05B444058C0FEFC3A7152C06C70876BBA5B44404B725F93397152C0AE30F468BB5B4440674B4550387152C08977304BBC5B4440953EBA73327152C09301F565C05B4440FD1A0EDC297152C02F5FD77FC65B4440C9DFDAF81B7152C03087ED26D05B4440D4E935A5107152C058E21FD8DB5B4440CA434677017152C05B523AC7B25B444011E05C7CEB7052C0C650FA8FC55B4440EFCF01CFDA7052C09365DD22D45B4440AD4A9A74CC7052C09E232766E05B4440FF22E10FBF7052C0BE558807EC5B44406390ACAEB17052C09A9E7D98F75B444029CF2E53A47052C0D510252C035C444081945C00977052C01A256AB60E5C444047B880E78F7052C0A7E718D4145C4440CD065381897052C0797ACC571A5C44408E552B6F887052C0C44C12441B5C44409C7FDEE4767052C0681138F7EB5B4440
20a,5,1,Manhattan,061,MN06,Manhattanville,17040.6854129,10647077.5264,0106000020E61000000100000001030000000100000073000000E140F18B8C7C52C06C322F271F694440277376DD917C52C00E99328108694440F4177008977C52C012B19D4BF26844400A37DB3D9C7C52C02E31E7D1DB684440B9D3F65FA17C52C03A003CC1C56844403B540691A67C52C0F10D457DAF6844403B41EE26AC7C52C04A5F154697684440CD8D6DDDB17C52C0CAF607F47E6844402751F81EB77C52C03DF1D49A6868444000A511B6B97C52C03169CFD85D684440051E6991BC7C52C0A011953A5368444083FEADAFBF7C52C004D4DFC54868444008264F0FC37C52C0C3B782803E684440E359CAADC67C52C0D78D6E7134684440BDCC61AEC67C52C0B288C66F34684440BD51FCAEC67C52C037DD306E34684440D548C88ACA7C52C011BB06992A68444005FC9B89D27C52C044A35A9B156844405F5EDE03DC7C52C0C1E2BE7502684440D200BFE3DC7C52C0849E71B500684440C614CB76E57C52C0FACE28DEEF674440F168163AEF7C52C0322E035CDD67444052CAB2DC067D52C0B6A50248F1674440612B01A80F7D52C0CD0974CBF8674440D66F590D227D52C054EEAC8A2268444075A1464D2A7D52C0D74D89DE356844403C178458337D52C0F7E31D251D6844401731E3BC407D52C0549B1DD03A6844406F964C3D417D52C0FD956E063C6844402A450643427D52C0CA918F5C3E684440DCA4BA0E4D7D52C03A898D085768444098562124537D52C0DE356BF0646844404C3258B2547D52C095B94A8E686844406B00D757567D52C0D2A34B086C684440B7EC8956687D52C0083C6EB393684440108613E67B7D52C0AFA4432FA468444063DEAF5A817D52C05D584EB6A8684440B42AB964877D52C076474143AE68444040F2B7738A7D52C02CCD2146B168444057404A728B7D52C0D1CDC840B2684440F37C134C8C7D52C0D180F421B36844403A7C9B6F8E7D52C0FE6293FBB46844408A4163C48F7D52C044E304C6B568444024EBB6EA917D52C01F6E8A0DB7684440A809533D867D52C0BCC62689D168444042FBCE2F807D52C0DD793B31DF684440F290E3F7777D52C0D39313BCF168444085DC519F707D52C0A30FEF4E026944400E06549A6D7D52C012695085FF684440533D33A8667D52C035E550C81169444079D37697657D52C0092480C414694440371A8DE4647D52C0C5A4025D16694440BEDE6065627D52C0037A74101C694440CBCB98A8637D52C0B5EF3C571D6944409077C48E647D52C08709FD3F1E694440E821E236657D52C067D524C01C69444075AF543D677D52C0D4A94CCC1E694440D6E17FA9627D52C098BAD13F29694440BDF1B3CB607D52C00BA2C85C276944400E4BD219647D52C07027BBA11F6944406CE57628637D52C08AD289B31E694440B60F5BB9617D52C029304B491D6944401D8F0A4A5D7D52C038A3DE84276944406FA7214D5F7D52C08CE8562F29694440831AFB145C7D52C0BBCC4AEC30694440A007DEA85F7D52C0C876638B436944402B9A4D42607D52C0DEA3D3B8446944402940A91B627D52C0F8CA4B3446694440F76D3A05647D52C043798DB240694440634F542A6F7D52C08822AD024A694440521310246A7D52C01542D0E3576944408B5BC60B5F7D52C0E6D3699E4E694440D2354B11617D52C0E781D30849694440B04B52E65E7D52C04107123947694440CC6399155E7D52C03709A80C466944406571269C5D7D52C01DE5839144694440CC9ED08A5A7D52C0F187929F346944406E2221745A7D52C00A0192293469444088D2F382587D52C0179F1C2D32694440A591E726537D52C0CF8EE692406944400D9C19A0527D52C0370B9B4E4669444043912503527D52C006CEE3B24869444027D47518517D52C063F638544B6944401EDA95DF4E7D52C0943C86AB50694440DD83229D537D52C09EBCBE635469444088C1EA40537D52C097C72C8355694440D9948D37527D52C0BFF635BE586944405B6FDCF3627D52C084B751DE66694440CDAEBB3C637D52C0303EC81B67694440B60C9A70677D52C0487A117E6A6944403046F7DD677D52C0E3D16AC76A69444065E41D2A687D52C0FD7079066B69444049F91768687D52C0B3AEF44A6B694440281AD681687D52C03F239C6F6B69444037AD5998687D52C0FE3A39966B6944402D9F3120437D52C01FC2DD775F694440EE3DEFF9417D52C00FDB95115F69444039018ED7407D52C0C83217AB5E694440F55289AC3C7D52C081B42B795D694440094C5E89377D52C09AD417005C694440195F1FAD347D52C0A61DE2165B694440CB2D4E532B7D52C0D0ECC4ED5469444077934EB12A7D52C0731830805469444001881B222A7D52C0BF67320454694440C65B488E0A7D52C0B4781C3839694440B6713CF2087D52C06AA9DCDE37694440D17C7E55077D52C0F1508A813669444056A1717BFC7C52C0C822955D2D69444088EE0961DA7C52C0F0BCCCE31069444092207FFAD27C52C02FA0492125694440C4AC6885CB7C52C0084764AA396944403DA95CE2B47C52C09F1AA68126694440DEA8E363AD7C52C07715EDD53A6944405157028E9F7C52C0CA2F103C2F694440E140F18B8C7C52C06C322F271F694440
20a,6,3,Brooklyn,047,BK25,Homecrest,27514.0229182,29991967.283,0106000020E61000000100000001030000000100000052000000C8648D95597D52C06C9FBFAF214E4440669F0678547D52C01814ED6EEB4D4440189EA7594B7D52C04CC453D98A4D44408B26532E487D52C066A4A5D96A4D444081FDE721447D52C02D9C437E3E4D44403849F6B33C7D52C0CC29256EF04C44400938F1E54B7D52C03388091BED4C4440C94C61EF447D52C01DDEEE36A34C44409E16924B3E7D52C0F313D6C85D4C44402F872834387D52C0917EAA6A1D4C4440A165705E307D52C05B22D0FAC94B44403D77C98A3F7D52C027D8DCBAC64B4440E264E0D43A7D52C0E9DF6876954B4440FFCA95DD397D52C011417273884B4440F1137ABC387D52C02B939B52814B4440B5AACC86357D52C05B3FCD03624B44406ED3A2D3327D52C029883B73434B44409D565949327D52C07A4190C73B4B4440331C008C417D52C00F667079384B4440846FEE12537D52C0D91016A7344B4440440580F2657D52C039C0737F304B44403A435C0A6D7D52C0F6EB47EC2E4B4440AA4DE65D767D52C021B635DA2C4B44402868584F777D52C0CFF3AAB5444B4440738CE42B787D52C00141584D5B4B4440C7C9EB1A797D52C07D076931734B4440207942047A7D52C0311EA4108B4B4440D1CD84DD7A7D52C0861B6A63A14B4440826A4CC77B7D52C08DCE3578B94B44409920AF229F7D52C0B38D29B0B14B444066FFBA77AE7D52C0E2CC1E51AE4B4440809DB1DABF7D52C037E74E60AA4B444011FDB7EAC47D52C0F515423AA94B4440F7617C48C77D52C0472CDEB9A84B4440A9E5EF86C97D52C0263B833AA84B44407FCFA674DB7D52C0C4800058A44B444011F7959FEA7D52C0C1813003A14B444097A976B2F17D52C0349D1E759F4B4440946E5BCAF97D52C06988B2AD9D4B4440D1D12801097E52C0070118579A4B44406530CA23187E52C05C1C0BD2964B444070C89956277E52C06AB8369E934B444066A0FF92297E52C04172541DAB4B4440B4E465B82B7E52C05672425DC14B44401DBE4CF62D7E52C0920D6505D94B44405EF9F9AD317E52C033FC0833004C4440248FD68E337E52C080DC39BE134C4440E3393466317E52C03AD0589C2C4C44402EAD8742307E52C0B533F3F7384C4440BC08C6992D7E52C0483752CF554C444069C83F432A7E52C09969C546554C4440D6BE29C92C7E52C047BF551E704C4440622B32312F7E52C0A1D9F66D894C4440C9434555317E52C00DD964A0A04C4440A54760C9337E52C075B811E5B94C44409A8F342D447E52C0AF835961B64C4440EA03AF823E7E52C08B861799074D44409588E5A93C7E52C0F18C3D8E224D44402997DF013B7E52C0424EDB823A4D4440F617AC27387E52C0FB3B9740564D4440215A1DC23B7E52C0548B4B00864D444062FE62E93E7E52C067A0AD69A74D444099B70C8A457E52C009312E9FED4D44404FEFC1DB337E52C0836EBD9CF14D44400E956326237E52C0ADD25857F54D44401B2BDAEA137E52C0CA4C90A4F84D444090B4FAC3047E52C037CF3502FC4D444013C2CE6DF27D52C080C60777004E4440925EC78BF07D52C09D002FEC004E4440DD2FC192EE7D52C0E856EC66014E4440D28ED4E0E97D52C09E61BDC5024E4440AC020ED5D77D52C0C423BDE7054E44400DD5F639C67D52C0A4CC8ECF094E4440CCFBA808B77D52C04C1167270D4E44405F3C58F9BE7D52C0ED6E11DC604E4440D676DBC5AF7D52C0A5705330644E4440F911757E9F7D52C014B38405684E4440A65A18A0977D52C0C2B79308144E444084554A21877D52C0421B4DB8174E4440B31D83E8777D52C0EFD73D151B4E44407EF17DC9687D52C0D4CEAE601E4E4440C8648D95597D52C06C9FBFAF214E4440
